a,b,c,d,expected
46801ffe,b9772041,8347fe41,338cc1fd,46801ffe
9698073e,103338b0,ec4972c1,295d7064,ec4972c1
6f575384,946b9c23,079623db,a2d2995c,6f575384
24c6eb6e,8e287d38,ff0863c2,b59cc385,ff0863c2
f333bb42,583b4cb4,bd94972d,a3a9d543,f333bb42
ce61b629,155fdf05,c49401fb,36523738,ce61b63c
b8f85d56,fcec386c,c72e7b1c,1b8960ea,fcec386c
3ead08ab,5473187a,5086a0ca,1b80df0b,547425bc
5e8b7c75,34fdd7cd,c15c7f22,b69d4f5c,5e8b7c75
3ecc22c2,13ef4a07,bffcf553,b7e63879,bfc9ed89
8c9aca49,7b424d9d,86180e46,376b6fda,7b424d9d
e52f0f85,536210da,a3ada27b,cc3307ff,e52f0f85
11f57e30,4ad718cc,b56705fd,141f14b6,4ad718cc
755ac71f,65405551,e243a1bb,d5282838,755ac71f
8b5f7668,40515284,8e97d121,9ddc96c3,40515284
5746ff2e,b9127950,649009a2,0b0d0131,649009a2
b49b7773,277bfd5d,afaffde7,af0b3bdc,b49bb4da
e6b65aab,e204fcde,6a2a02a7,8eee1f62,6a28956d
d0205bdc,4a3b6c6b,0d1f6073,c2352273,d0205025
2f59b4f7,3148da5e,88831c6a,697c40d2,697c40d2
6d02ccd3,63e59d8a,df967431,d6007499,6d02ccf0
b3427230,0b567ad4,17c6e321,797b86a7,797b86a7
a568386a,5a15b29a,d1607f7f,99b08041,5a15b262
94a9d101,aa12e2e3,246e1fe6,1aeffa59,aa12d401
c7b593ed,3a37a38a,5b406e4d,1386ddd1,5b406e4d
2bf8842a,2e4f3fa2,9e92095d,6018da0f,6018da0f
0959887b,457045ab,6c9eafe0,f96e6abf,f96e6abf
4705f9aa,1272d8d9,63ab2b28,ae3fb77e,63ab2b28
7f41d790,0d46b03f,ffc9d29f,99e506fa,7fc00000
7ba63277,5b3503d3,ae91fd14,2bcd1bee,7ba63277
7713ba59,22822b6d,95d6547b,edc18613,7713ba41
7507e1df,6d9679dc,41b6a22f,9d8ea4ab,7507e30c
07cdf322,7c52e044,c512d484,d2e7502d,7c52e044
ed0935cd,0febf4e6,de8bda8f,cd658efa,ed0935cd
328dbb67,2d4899d1,994a5ca2,264da09b,328dd47b
d94e7d1a,aa00e760,5cdd3eae,7a58ef53,7a58ef53
dde7ea4d,ed5d16d9,6c713ab4,ec33f5c1,ed4dc59c
757ac26a,7db1ed6e,38f41534,551a301e,7db1edeb
94c3c3fe,3c977bf9,16d38b4e,9cc53fd8,3c977bf9
b20643a7,dd4646e0,ff6b726d,e5969fc9,ff6b726d
0f6f60b6,715153f7,eab9ec90,aa17bb49,71514e28
173a667f,8ba46d73,fad41969,293ccb1b,fad41969
37a5144d,264ced25,f5e19dbf,c952d144,f5e19dbf
7590a5e6,63b43d2d,adf7be17,add734ab,7590a5e6
fdd0d002,7a5b3122,19c78fc0,3251f0df,fdcf19a0
7bae84fe,18892677,c1c949fb,8a77c5a8,7bae84fe
96614023,29dfea63,89d4ad77,fd98b9ed,fd98b9ed
80cc53de,eb50fcf9,c9a64340,d241dfc6,eb50fcf9
8d986df9,91e30362,03a45de4,f9b6ec5f,f9b6ec5f
6efb7647,0ce5f16b,2d3f0049,babe4c09,6efb7647
1e7b12d1,adb170b4,a60abf55,9ad5df6b,adb171c9
0f50ce15,a12d4ac9,fc5c821c,04f73c18,fc5c821c
be72d460,caa729c8,98f7159b,3450fd70,caa729c8
58bd008a,534b180b,91dcecfb,019f0be2,58bd19ed
e3c88d75,e7dce12f,9154f32d,1839318b,e7dda9bc
7e244128,5eb943aa,d37b9bad,58fa27da,7e244128
f2136515,f6b2a69f,29018412,8c84c39a,f6b2f052
bde46c9d,601f2304,fdf35c42,15a3ea7a,fdf35c42
aa61732e,319cba48,c7e0113c,fa701e1e,fa701e1e
e304b9a2,e47a9851,585c5921,d57889d3,e48de35c
e9ca6c00,80b2f8d8,0244ab29,9871c83f,e9ca6c00
c4eac46f,4f11ea27,f2d7a033,8bba63b3,f2d7a033
112b9bb4,559fa183,d8ec9e00,83c2c73c,d8ea1f7a
3df70db2,6fabcf29,a98c72f7,0e3937d2,6fabcf29
84e8f13d,74c4cf9f,116d41c0,1aa1eb43,74c4cf9f
e92c1855,dab8f525,128a6d8f,eaadfa94,eac37d9f
1b968461,aade9129,fc9c464b,40b38c07,fc9c464b
56ef0adf,b4cf830a,dd3f9e8c,93d1c2b1,dd3f9714
da38ed74,bf4541ae,b60460ad,b23de32c,da38ed74
6f90d3ea,cc9c48cd,fd36e31c,c0a3c9da,fd36e31c
f179b8c9,c21c59f8,77271f4b,928de3b5,77270faf
2cc2b532,0b203cd8,33e04aa1,5c290274,5c290274
b87f4d70,46a6efea,470718b5,8cd19bc4,475a90aa
c93049f3,96ce35a0,9d4cc1cb,306f4a88,c93049f3
a8b6361d,40cb7d31,5c25878b,d5854e44,5c258361
130555d8,d42b2973,8fa543e1,0bdad126,d42b2973
8555ed04,6b3887de,f996c151,50d99893,f996c151
65c86f62,8a8c673c,118330f2,d5544a13,65c86f62
64200647,3d37378b,4839db24,6c9fe192,6c9fe1e2
a42efad1,f74a3364,da40fe02,b8f7bf7e,f74a3364
ee864f80,c906a31f,ec6d8999,f67014ca,f67015e5
4dc68663,6d6ef3af,816d2588,14119dc3,6d6ef3af
9596ae38,2a190d64,a75ee67e,c3020432,c3020432
27f74cba,66bacca3,30a4f1fa,2ef48699,66bacca3
6ef3e9d4,ffe0fb07,f3231b31,e5ebb147,7fc00000
a92ed7e5,d321d30a,0aca122c,ba0e8d08,d321d30a
3f5cd212,1438af36,580dd3e8,f72a324f,f72a324f
31d715eb,9ccca100,8e797842,1a57da32,31d715eb
74dfb906,891087f4,d52bdbfb,b810128c,74dfb906
dc6711a9,e7ba95ca,9eabd261,6e243d85,6e2437b0
113bb4be,57cd2c57,cc3d43cf,2f9c2a88,57cd2c56
b222b0dd,800962fc,797c4f39,5ab459e7,797c4f39
4303a894,f3f70ac5,cdaaf590,02c8c47b,f3f70ac5
f0152b33,dc93ada5,a50943be,9d167eb9,f0152b33
c66cdc04,122f84bc,6e1774b5,3fb8d71c,6e1774b5
1475e1b2,2af126f1,63cb58fc,845f714d,63cb58fc
4f7c3cef,addc1f56,edbab2e8,3b8a7d8d,edbab2e8
f2bfaa36,163298e2,71028553,56d9b499,f2af598c
55ea01b0,2c91b9b3,05909600,f326372c,f326372c
bd2c3042,1e1638a2,1a167c53,30e1246b,bd2c3042
53829ce3,4e2ac11a,1e159218,a1763f3c,5382b23b
f0d89c42,17627dfa,c96e8781,5e319ace,f0d89c42
4b448a7b,e2e1fdaf,0fc6b594,5d38ddff,e2e1e693
f5023384,add256e3,61dc2a8e,8ff2f15b,f5023384
1a882279,76008c7d,6d0a3225,291a0f01,76008ca0
d295db5f,cf7fc729,fc3bd2e7,ca6ffc82,fc3bd2e7
fc6243fb,f80d19bc,fa92ec8f,fb610a96,fc96b8a6
bd81ad03,78038e99,624b0fc4,8802e8db,78038e99
4327bbca,434c463d,f1fef1f1,d13b5052,f1fef1f1
36a37272,5270e816,9d60cc46,d15ddc5e,523970fe
b2cfb066,e346f686,123b1aeb,03b8b61e,e346f686
8cb580f2,68349773,3615429d,5dca6f58,68349779
850d2d86,0046965d,954a2c31,ab3f9429,ab3f9429
338bc141,2632a683,981b030e,989a3688,338bc141
263da0e5,6ecd42e4,cddee161,401724e3,6ecd42e4
d516526a,f1f9a44e,39f68486,3eaa880f,f1f9a44e
b4ca3edf,7633fd62,c3bc8218,e5607d1c,7633fd62
6cda7ae6,d6e7b793,be2dfc3c,7c2128c4,7c2128c4
22a1db95,5d24dd62,b9b58c58,64aef140,64aef28a
44b7fca2,47e3fbdb,5b31aaec,e9c2f2b9,e9c2f2b9
d6c2f91c,e32ebbee,ea09dd19,11cfa8e3,ea09dfd4
dffe6f72,286c0f2c,ecbe9c32,3452ad8a,ecbe9c32
07822a51,60c79a45,8cca2431,d1ae9c39,60c79a45
86afef41,640f40df,3630899e,ff574f0d,ff574f0d
093d82d3,a0392d16,1908dacc,46a7f879,46a7f879
234989c9,4d60489a,91edee8b,e948f796,e948f796
b7a743f9,6f1bd33e,1166eb18,2401e0ce,6f1bd33e
e136108f,bdbdbf6e,d564df90,c255f22f,e1361090
dcfe320b,03d42caf,cf214f36,675a0028,675a0020
d541be28,b9e9b754,d469313a,421aedd8,d57c0a76
2398ae03,f30a7f9f,e0c06ca0,c07cc479,f30a7f9f
f72003b1,f3548ff6,32bd1b69,96cd9b1f,f720d841
b83727e9,f9bf93e6,6756d541,37d308ab,f9bf93e6
749fe47a,af648532,2ccd40b8,57a1f439,749fe47a
f8d69991,de7770e2,230de683,b9fe3d8e,f8d69991
00596275,85adedf1,6ab7ea6a,c6a95f3e,6ab7ea6a
9a940200,a6e9aa04,882e7850,a0ea30a0,a6e9b8a8
04b1ccc1,7163bf18,4841be66,c246649a,7163bf18
bd6e8ed3,f871870e,12016780,1e12854f,f871870e
5d2c1385,7b260ae2,55e0be77,033c02cb,7b260ae2
047fa80e,152094de,795a2277,8888ebf3,795a2277
b91566e4,5db07529,28b57f83,253395bc,5db07529
40051d97,30a8926c,5430d848,0a57abf8,5430d848
8388faaf,e2d0a09a,8f98675b,e0dfe155,e2de9eaf
b562abd7,7b587b40,75b41bb6,4b2d5e01,7b5891c3
16d6a4fd,622596f4,40e8e0d9,b6fa2758,622596f4
99d90516,a131329c,4d9e77f9,4ccb9556,4dd15d4e
f1e597fc,9a3a23d3,7d54c354,1f503fd2,7d54c352
d0c12b2d,6839c23b,c2205f7f,265e2001,6839c23b
9398bc01,db62ad39,959e0623,e02ed2ef,e02f0b9a
2d13d48a,0e6b91a3,42274e40,150090dc,42274e40
8eef26fd,ed04e7f0,1d67123f,0168b3db,ed04e7f0
f7c5f47c,eaf0e094,3da5a455,b4875a5d,f7c5f47c
6e2163a9,868ceb2e,cf2ef978,5335fa8a,6e2163a9
264273ff,e35de8d8,88e86509,ee47d783,ee47d786
2746d8ec,b519ee5d,6241eac1,310ff954,6241eac1
7ef533a6,89b2f041,73d7a5e1,b9b152ea,7ef533a9
9355cacf,a76c329a,65830c7f,894af5a7,65830c7f
7149e98c,da5e995f,563d93ad,3014a3ca,7149e98c
613f380d,b348e53d,e5de9bb7,78452b40,78452b40
68bb7116,467c8274,b97e6670,942306bc,68bb7116
e67f6fb1,91c25d2e,67fb5214,22c2a1b0,67db641e
45ff48f3,04fceaa2,8175fbf7,91f70dc0,45ff48f3
0f1993db,af60363c,8454f950,c20c04a2,c20c04a2
f64b742b,77f98803,67d21bd3,34a92b24,77e0197e
1d0a3072,8e967892,b8c130e3,bb64ea42,bb6af3c9
684cf316,cf226f70,3295f7ae,06faf7c1,684cf316
c46ed26e,e28b544a,27d61062,8d95e4c2,e28b544a
dc79bf8b,2037ce34,e512aca8,5404a3f1,e512ace6
7a1676f6,2897279b,dbd48f14,a4b6630a,7a1676f6
b29e8d4c,8d5d6356,5355cc10,f6126388,f6126388
9989a54f,e3f005c5,5192348e,2be3f367,e3f005c5
59a60d41,b908311b,cb2707b9,7e6b87f6,7e6b87f6
8e7a6d79,2194e7e3,97ca56ec,e62ff941,e62ff941
7ad3d6f3,bb31ad9e,91156945,c7ebb2d7,7ad3d6f3
f4363072,59780092,27fe9413,3f600dfb,f4363072
60e2d320,2bffde86,e6f940bb,8e87fcfa,e6f9328e
fefc8d83,0b227458,204226b0,0da70efd,fefc8d83
96e05fa0,b010771f,b9ec7031,88a78491,b9ec7043
dd75cfd8,bcc9d247,f9ca3023,95b7cc83,f9ca3023
594be3da,3840c29d,0ce34458,b70094d0,594be3da
a523a1f9,774ab8fa,6c03530b,40b4f76d,774ab8fc
5663e5c3,451e32c8,5d1bbcad,eff30094,eff30094
fbd44395,cde5ae52,b3c3b18e,5ea3956d,fbd44395
4c582907,72c03895,14713da4,801c36df,72c03895
962e5972,ff3a1940,e58e3d72,47743d88,ff3a1940
42a2b7f3,b0cc6e5c,1a7de180,5f877a43,5f877a43
af408477,b9cff8bf,7f49a88e,d472d85f,7f49a88e
a039ca2f,82b8d27b,e7f85d1f,81490a65,e7f85d1f
af27a131,0fd18233,c406cdf7,3cdb5dac,c406cc40
e7ee0017,820d39d7,1db5b664,183fc408,e7ee0017
187fb980,377726f3,f2f2147e,52b12fd6,f2f2147e
91b77809,753934b9,40294890,4beb3e01,753934b9
8c09483d,d19ef5ed,0fb11346,064260e0,d19ef5ed
6a88dc21,c05ce5d9,2cfa0a52,c2e72ac6,6a88dc21
5dd69513,a9981cf9,14533280,352d34e5,5dd69513
c50ef7cc,25869923,ccedbcd1,d25173e8,d25191a0
33ca2b0f,e9749c99,27d273e0,e9732f07,e9f3e5d0
44b8e899,5f089f08,641c4c36,421db92e,641c6e5e
7f6a09dc,dfb32acf,c52b1f5a,9445dfe4,7f6a09dc
ed502d5b,cea8bbc1,d38f3af6,c8be5903,ed502d5b
0d7b0571,ef788f3b,a0a8d0e5,0fc91804,ef788f3b
36f80b34,c5b5b622,dc0b15ce,9105b065,dc0b15ce
a1cd0245,c384a901,022fc013,bb7ffb53,c384a981
3657b065,a751a645,c02c3449,42ea5e61,42e4fcbf
820e329d,bfa529b8,f1710deb,b70df530,f1710deb
f60ca2da,04ad4d1f,60deb045,0771bc65,f60ca2da
f426e65d,5b1e9cd1,c8c5b5a8,f90a54c3,f90a7e7d
aba110aa,46b1380b,5a0538bb,9cfc7c0a,5a0538bb
a5bfc672,6f37657e,74f79434,1145f61c,74f7ab21
b7397af0,955db405,35c0ae2d,30270431,b721628e
d5f26679,e1e53cf5,416f6bcc,cf78c61b,e1e53cf6
26bad157,16031135,7863fa57,11e14863,7863fa57
4efaf233,a6b3eb17,a464a901,e1000013,e1000013
3d6664d3,4dabfcda,1b12dda3,8f97f0d8,4dabfcda
351de939,187cbcab,2cd20f12,d6f22f8c,d6f22f8c
2583a8d3,e4bcfb42,b74b1234,e2878910,e4c573d3
e386c202,ffbd0f06,c1d17498,187ef071,7fc00000
b45e31d1,b964d9f2,339c2cc1,bcd804d8,bcd9ced4
429982d1,0f0e2594,eb95dcdf,d1e220a6,eb95dcdf
9c130d67,933e92bd,c25be0d8,ed0e6119,ed0e6119
98591b9b,92842f6c,63237c32,6628764a,662b043b
f87cf426,4aa9c44e,44484446,c8c5054e,f87cf426
ef341cc4,938fc5fd,9f8a0536,b3ea9cbc,ef341cc4
36b7e685,71e38808,90d34d18,6386ad82,71e38808
47e88059,a57e6719,3c607d97,68ed38ac,68ed38ac
57dd49dd,9907240e,b4f1e9c6,73f0bb95,73f0bb95
f50f1fa2,56eca91d,2656970f,9e9c19e1,f50f1fa2
c6bf7992,aa1c23e1,eff0c3e6,2da11be1,eff0c3e6
ebec8196,fb03fd15,4ef61faf,30b9f850,fb03fd15
deec9fa0,34bcae9f,1e299002,b13583a2,deec9fa0
85094025,419dfbe5,35b89952,cd1ffce0,cd1ffcdf
ded4fb19,5a6ab4af,00eaaa06,34a53ed2,ded485bf
9e07802f,b70064ef,2526bfe6,450dcb19,450dcb19
6c0836cf,1ec07562,8e5ced08,047e16d2,6c0836cf
ebd71e7f,f50ecf83,411f52dc,14e05b79,f50ecf9e
fcae658f,7577ba84,a4c174f1,dbfbea58,fcae63a0
9ce58b8c,1ef9239b,d6c7571c,d5389eb2,d6de6af2
317d030f,a1acdac9,3af8113c,1c922e1e,3af8115c
b6674dc2,f6d2b3d9,1e14c0fe,c8f916ff,f6d2b3d9
efd6bb12,b30d92e4,48d1b0c1,bbf403e0,efd6bb12
203113e7,b2496800,83d7fad0,723ee125,723ee125
740875a7,c351ec8c,9b97ec55,514b76cd,740875a7
012df360,e3337086,7ff7f7e7,dd9901c8,7fc00000
23cd41cb,91f3c988,69254c1b,aba16043,69254c1b
5c205243,1e8ae227,080d9e23,f1006ddf,f1006ddf
50cafac4,45ef5e31,38ef2ccd,4d6461d4,50ccc38b
88f25c17,62285d6f,5b7cb615,d0576a39,62286162
3a306aad,3f7b0138,2396b93a,72c89ac8,72c89ac8
d8a8b9fd,6f9437ce,0efd2c21,045dfe39,6f9437ce
69e7eb85,c19a6512,4c925558,73d127f2,73d12800
dbfb393d,21bb200f,102fb58f,451b6924,dbfb393d
598396f6,a1bdec5b,fa88e143,bdefc041,fa88e143
c86e2f81,beb9339e,49096679,76e7caf5,76e7caf5
4ce61820,70dddc10,819963a8,1269bb6f,70dddc10
18fc53d9,1dde7d3e,a1554e44,3b3cf5d8,3b3cf5d8
aeaafa33,6c014307,4e6b6041,35a586c1,6c014307
576f5d8c,69c96037,ff2a1f37,be2766c9,ff2a1f37
82d3ba44,b4100c30,38ad2028,ef417068,ef417068
89dee888,b8d47759,59bd29f7,e9b2ce64,e9b2ce64
4aeeb2f8,dcb2d19d,6370737e,a9f58c18,63706de7
e8466100,c5aaadc2,9100c819,3281efc9,e8466100
49ca3e56,4348ffaa,51aec4d5,a81e0c1c,51aec59f
4b46b704,ce497b6a,b4de731c,2fbc88fa,ce46608e
2b088f6b,b1fa24b5,95fe5dbc,50fb4e07,50fb4e07
d7ffd95b,60df1029,cb4d8449,a5312d01,60df0fe9
17a62f1b,7eebc585,24cbd34e,dccf5768,7eebc585
a3c213c6,6abba661,8c91696d,fb01b0ff,fb01b0ff
60386c5e,0164cb06,af140310,6104ef16,61330a2e
b58fe348,48692e8e,55c59f53,bab9a0ad,55c59f53
c4e958ac,4219211d,8ac8f41f,810d8237,c4e48fa3
8ecff4f3,2d0537da,3e838b35,c5bce163,c5bcdf55
b5e1a061,be2c5b61,5804fb97,23b8f7a0,5804fb97
79a86e4f,442f4d53,c2cc2709,18af5d07,79a86e4f
4013a27d,fec6ba79,3f40894d,3a0bfb1f,fec6ba79
77b0cb29,c1f640ff,ee8673be,df0250d9,77b0cb07
f2434238,9a484abc,806bf529,48354883,f2434238
0d4362d2,4af51097,3bda3f76,2bdc9688,4af51097
ab358da5,f5482ffe,57148021,aa5c8161,f5482ffe
38424023,8c60ac63,d52915fb,08595910,d52915fb
5279afa2,6bb8f47d,04773ad5,0b2bc1e0,6bb8f47d
1537ee63,b5d4797f,da146e4d,dad075d1,db0d567c
2f36817a,9b17f2f8,89b8631d,e3e6749b,e3e6749b
664bfeb2,223085cf,36e47704,34a0feea,664bfeb2
a6054597,5312cadc,8ccfd849,0e5b75b9,5312cadc
ca098d12,014c9a88,3243a1bd,f584e9be,f584e9be
09b84fed,18216432,2e3a6a7a,77efc02e,77efc02e
3aa9d42e,7a204c06,6d7bcd1e,a4f9bd04,7a204c06
c6838f7e,c3c297e0,d182eacf,f876bcda,f876bcda
a5f42723,a40867ad,bfe83c22,5ca8a4da,5ca8a4da
26858313,98602cd5,055979cc,504a383f,504a383f
167d438f,b6e0bac8,7580c9bd,b0b2076e,7580c9bd
8c7f78e0,9187be11,22d3152d,98785847,22d31525
b6385937,b0ee8445,46bce80d,2d30329d,46bce80d
524555b8,1525b113,0723deb1,8094154c,524555b8
4af5ee66,32a35c3a,95925402,c6f8302a,4af4f636
60e88aca,f7eca95f,f398c7cd,54b3a502,f7ed4227
99c3c2c8,9cc3f74d,682803e3,70cccb24,70cccb78
0f1f1bb2,73bb8905,66301f57,d4434aa9,73bb8905
5894467c,da1b71f0,576b3b13,572349a5,da02af0e
3687c676,3121947a,6e0d89d2,ee0ba641,6af1c880
196c014d,4e692a0f,10c89b9b,2b648c6c,4e692a0f
9774de74,5d332ac8,7320fe9d,ee6ab820,7320c3ef
90bc6550,6b1a499a,6b7f5b89,d7f2677e,6bccd291
824b9c30,5e3e0708,afeeb906,a7d7e5f4,5e3e0708
53a1b73f,fcaedb91,555f4266,1cada562,fcaedb91
ce01e6a8,45fb4f65,7939c0bb,ba58fdfa,7939c0bb
99ae7281,d719ae24,81e89478,fae15b50,fae15b50
b9e44de6,3fc23cfd,4b2527c4,cb141c8b,498859d4
fcf07672,d3e64a1e,5c84c10a,813cca08,fcf07672
f575319c,8c1e3cff,df9adf46,258afb78,f575319c
690c308e,7a1dcb6f,2084cb39,9b4e2cef,7a1dcb6f
42826b76,e3b37220,af649cc4,017fe4fd,e3b37220
28f38474,d635fe7c,ce298a80,2bad7995,d635ff26
f3dae626,06941a6a,6f6ee8de,d00fc28f,f3da6eb2
639a9eca,70cd5977,7c5e7e05,938be3b9,7c5e7e07
665f3a3e,598ecbca,7c4c64dd,259e6b54,7c4c64dd
6e210282,dee3a007,30b88687,54bcb64a,6e210282
96bd1da6,6959ce1d,e1b95ac1,bf1cb834,6959ccaa
1ac20c44,7b44195c,b143466e,6ef99b62,7b44195c
b886f0d4,743b4835,5ecd93e5,3e6c5182,743b4835
6c76a9a1,0b540cb2,1981c82b,ee33a17b,ee2436e1
b0daf8f9,508a5348,130a95ee,53be3b45,53c06492
3d193673,8c5ef8df,703f92ee,41f0964b,703f92ee
fad185a7,2329af6c,668da732,f83730fc,fad73f2f
8b2ee19d,c38f7b1e,ec656268,07f032ac,ec656268
e434f9c9,870fc27a,6d42037e,808798f8,6d420351
64eda9c9,bfc320da,ea59d01b,ef0c057b,ef0c3be8
381e23b1,c4fcd3b6,bb150791,126ce9de,c4fcd3c8
f753878d,a72963c2,774d8185,d57fdbc6,f4c0c100
11b915f1,be553b9a,6bce376d,7cffd043,7cffd043
adbc5f23,88ae8f5d,79f1a503,dcd96689,79f1a503
77e05604,d88a97a8,ea656887,72d76396,77e08bdd
b83ae8d1,046a8940,654c0c52,8c9bc0ca,654c0c52
f0fd85cb,96c46c00,5cc2e4d8,d07b5711,f0fd85cb
061245ff,a158feb4,25616249,d0a012cd,d0a012cd
c00c41a8,3aff332b,9e39678d,67a95602,67a95602
33afc42e,5af05026,44597906,e3474a74,e34749fc
1bddd9e0,79061a53,3676e2a7,08b246a2,79061a53
77b8caaf,71c4f0fa,5b32079b,335ee554,77b8d6fe
2d178d9e,fb170505,d31eca4f,f475841b,fb1708db
1dd909d3,389aaf00,ff1c5a5e,926b356a,ff1c5a5e
ce2ff980,ef9bc673,40050d3f,4faba8e5,ef9bc673
ad2a66f4,da450f39,ad9b6b67,8b946471,da450f39
4ee670f9,8b48a258,5a05a51c,a3d76956,5a05a51e
56685204,4dd083a0,2851caa7,a6c320f2,5668526c
193eda33,bf724b47,c7d49e11,c064936d,c7d4a053
f8bb210b,6ab17589,62cc5522,a1a8c508,f8bb210b
b57fd682,726ec9af,05f59ffc,eee00bc3,726d0997
0c6f5b14,a987c0a2,e876a7a3,5ea3c22c,e876a78f
87fb8ea8,1ca8d3b5,4077cf52,1e76b44c,4077cf52
8726ca24,a1be8eb0,abd25fad,eb43b052,eb43b052
3b1763b2,3325e1f5,04e97776,9863b818,3b176458
cc6e7968,9271ff9a,b313bae5,b26784d0,cc6e7968
7dca7fd9,7a993d66,62b7969c,0026deb1,7dcce4cf
4cdf1f4c,448cf272,555b3716,602e84f8,602e84fb
6a32e7f1,5c5d5e7e,e2f9bb42,9552d8b4,6a32e5fe
efd2d005,4d73d4e5,9998aa0c,59709858,efd2d005
763f6f68,2189cbb6,5d8cf5a1,34aaa40a,763f6f68
f56fb3c2,f15bdc25,fc70c2dd,c1d33418,fc70c69f
7afe9470,0f907558,485d03b2,3d911535,7afe9470
f9b7da5f,88afc22b,64d5776f,d52ee641,f9b7da5f
1a6f0bcd,dfd4869a,21b7c917,4dae0345,dfd4869a
44db2e03,aa67789f,6ca271ae,11489ecd,6ca271ae
75f41cb0,1c9cd889,4272e378,295dd8be,75f41cb0
00708c8f,bb6eae56,0d6d268a,e8611e47,e8611e47
1748adbb,e4ba3220,7333ce44,e15eb8d8,7333ce44
497b33a9,cc4c0f8e,4b04b411,b64f9939,cc26f5bb
4374684b,6157f25b,26dcab7f,cf062de9,6157f25b
954a7bf2,ac8a5385,37f30662,344d38ee,37f4a0d2
0848591f,f5b76e6d,4fa83bf1,1dcbb7c6,f5b76e6d
dfb71129,5b7f154b,a7e7d9a1,08ce5e52,dfb6919e
385e166e,e0e2f1c2,56e504a1,2c4dc6e8,e0e2f1b4
3173e765,4ed279eb,345cc7d8,73508857,73508857
4190dc87,87483cfe,5bd85307,cdd9c261,5bd85307
7734c9a5,97306976,cd629424,1ac1d80c,7734c9a5
14fbd8bc,d329800d,d074704d,7f1b2bed,7f1b2bed
93a646fa,f221f4f7,c49a6ade,41c4298b,f221f4f7
534ca318,501dfc5e,74051026,24a1d386,74051026
05aeb1a1,0f39a482,3348b74b,762094e5,762094e5
c36d4c8c,6c033515,62cad63f,74db2c53,74db2c95
3ae5eecb,4b9ef7d6,6f3cffb9,79264806,79264812
fd6ac516,5cbb951c,8e282536,da63f8fc,fd6ac516
ee2c800d,2a4b7a4d,ee7adff9,86e2f406,eed3b003
890ef06e,99b1360e,85ca17e2,dc223b4d,dc223b4d
948b0c7b,bba864a3,31067caa,bac81ad3,bbda6b54
e2ad5e26,75cf4d1a,4954d500,55073caa,75cf4d1a
3f515853,70358e23,bf8c0dff,c8078a24,70358e23
13518c30,bec22328,e58e6d6e,a81bea34,e58e6d6e
0337d0e0,ca5b8741,41d8c00f,b7f4924f,ca5b86d5
50a008ab,2de2027a,a28a18fe,b0c8f34f,50a008ab
d92e5169,d033778b,78f793a4,6a901583,78f793a4
6e203568,da582f02,23bf1fdc,620216e3,6e203569
d283ca0e,22a18e1a,d6480b86,fab4ba11,fab4ba11
c5677725,d0c2d08b,5a1217ea,c4548945,5a1217d2
bbf8d117,2a738575,6a169f3f,c9009dc1,6a169f3f
3e79ccba,f8a751a3,eb3617c0,b4438bef,f8a751a3
bec41738,f4775116,d0013a34,9c293540,f4775116
4fa0372a,405ffdc4,e4e6b33f,7bd65199,7bd65199
ce72bb7a,5137c08c,526e0c0d,02627355,528d84ba
8976c2f3,2ee6f3b6,c2d313d1,a08461b6,c2d313d1
1b01c4f5,6fa05a3c,af3e1588,c4120ba3,6fa05a3c
3684a774,b35af33a,9e5fc85c,3402e0cc,36870894
58d1560d,9136d7e1,ed41620e,2016a34a,ed41620e
be8f1c8c,f6cea1b5,85d1f1b6,ef3affd5,f6cea32b
b975df6a,0835ae54,3e94d008,c08cfba8,c083b093
97f8085f,d2c00f8f,78378c50,9a3ef748,78378c50
671258a6,5d709597,c1a5f17c,2c49659e,671258b5
695150d5,67a56734,852160fa,0f1a5cbb,6965fdbc
e38026c2,3e88d60f,30c7a463,f21553eb,f21553eb
75c0e38c,87f4014b,bac0db89,4e0e987e,75c0e38c
0da75ace,7cc567fb,847273f4,5dbeea13,7cc567fb
01f37307,390eb421,a6478109,3e5c6c4b,3e5c8ff8
9214a653,116d7bdf,a2bab6e8,10857985,a2bab6e8
a0a6b236,23a9b2d2,c3b61537,58a8d4dd,58a8d4dd
eedf1234,48a0a110,ac9fa452,9391cf9a,eedf1234
263c4a85,e0923350,25d9c336,efe47d30,efe47d30
7116f9ca,8601e6b9,8fcb6b34,dcacb0e2,7116f9ca
1c239103,9f1df6e1,ed1a554c,f930b2e6,f930b2e7
06b4aa03,73fd2397,a600dc10,83a9d9a8,73fd2397
03dbe01b,0711311b,b00235b9,fa7c7f92,fa7c7f92
20bf23ed,a49f06ea,d804c267,128eb223,d804c267
a44d4787,3334dcc8,2d1e8771,ee75463f,ee75463f
b6d9c373,65c0cc35,3d64e0ed,8ce3b26c,65c0cc35
394b6e08,e18b7ad4,438e5921,401d2dd3,e18b7ad4
6cfc0348,79d0294e,fd381a9c,78c54da9,fd3617a3
30368d72,078bfce8,9cc4d111,b10d3cf3,b0bf332d
c22a7a4a,f205fc3e,ff953846,ed40c3b6,7fc00000
09be6fb1,8b9cdf2e,5679ed10,90985aca,5679ed10
ef0898ff,e3f3560e,ce64f322,e828b244,ef089ba4
ebdcf220,74fbc3c4,261c4543,d9fb4d09,74fbc38d
